timestamp,machine_id,production_output_kg,energy_consumption_kwh,downtime_minutes,vibration_level,temperature,pressure,defect_rate,qc_status,waste_generated_kg,shift,maintenance_required,machine_health_score,maintenance_risk_score,risk_category
2025-01-07 21:13:00,MCH_014,989.02,236.91,30.74,3.17,74.17,6.38,1.8,PASS,26.71,Evening,No,88.95,20.60215968934518,Low
2025-01-07 21:35:00,MCH_008,1084.28,259.95,3.82,3.11,84.52,4.99,1.37,PASS,12.39,Evening,Yes,87.61,13.959519123357625,Low
2025-01-07 21:49:00,MCH_006,978.58,303.06,23.0,2.76,66.11,6.06,4.58,FAIL,63.35,Evening,No,84.41,14.080536198733974,Low
2025-01-07 22:03:00,MCH_005,952.78,212.91,20.35,2.17,62.71,5.63,3.12,PASS,35.12,Night,No,88.54,11.352997499867014,Low
2025-01-07 22:18:00,MCH_001,946.0,282.64,23.7,2.8,68.46,4.95,2.8,PASS,26.63,Night,No,88.73,15.318633969892016,Low
2025-01-07 22:33:00,MCH_008,537.21,365.64,169.86,1.72,81.54,5.79,3.48,PASS,29.23,Night,Yes,55.49,78.2741103250173,High
2025-01-07 22:44:00,MCH_003,1064.5,244.61,1.89,1.84,71.11,5.75,3.96,PASS,49.46,Night,No,89.76,7.163944890685675,Low
2025-01-07 23:02:00,MCH_007,872.3,226.77,26.47,2.63,65.84,6.12,0.64,PASS,7.85,Night,No,93.63,15.288047236555135,Low
2025-01-07 23:12:00,MCH_010,815.74,216.86,37.54,2.6,81.54,5.84,1.64,PASS,12.73,Night,No,83.91,25.95217830735677,Low
2025-01-07 23:28:00,MCH_009,999.96,209.63,11.77,2.56,74.57,5.54,1.09,PASS,15.34,Night,No,95.16,12.869035586999308,Low
2025-01-07 23:40:00,MCH_003,968.94,288.75,16.01,2.86,59.23,5.73,0.62,PASS,7.44,Night,No,95.57,8.600191499547845,Low
2025-01-08 00:00:00,MCH_013,1037.17,281.46,4.16,1.62,61.24,4.82,0.95,PASS,8.22,Night,No,96.88,4.0148412149582455,Low
2025-01-08 00:12:00,MCH_001,781.46,284.35,41.44,2.43,73.07,5.7,1.96,PASS,15.74,Night,No,87.64,24.038512686845042,Low
2025-01-08 00:29:00,MCH_006,947.43,274.83,17.07,1.96,80.71,6.4,0.0,PASS,0.0,Night,No,92.36,17.113942230969727,Low
2025-01-08 00:45:00,MCH_014,1104.04,271.78,5.71,2.6,66.21,5.75,0.93,PASS,12.41,Night,No,96.65,7.137347731262297,Low
2025-01-08 00:59:00,MCH_006,903.72,291.92,43.98,3.63,73.28,6.01,3.13,PASS,32.77,Night,No,80.48,25.773977339220167,Low
2025-01-08 01:19:00,MCH_005,987.36,286.41,11.23,2.23,72.47,5.93,1.97,PASS,24.16,Night,No,93.05,11.64024682163945,Low
2025-01-08 01:31:00,MCH_011,1094.92,296.4,0.0,2.24,71.56,5.46,4.17,FAIL,38.69,Night,No,89.58,6.802223522527797,Low
2025-01-08 01:45:00,MCH_006,1105.51,268.52,1.37,3.15,80.93,6.64,1.31,PASS,15.1,Night,No,90.83,11.571094207138684,Low
2025-01-08 02:00:00,MCH_012,1047.27,261.67,23.9,3.2,73.17,5.45,2.32,PASS,22.91,Night,No,88.7,17.49029203681047,Low
2025-01-08 02:13:00,MCH_011,950.66,242.39,0.0,3.28,72.76,5.39,4.26,FAIL,37.52,Night,No,87.67,7.834193308154691,Low
2025-01-08 02:26:00,MCH_002,1194.3,235.95,9.9,2.52,83.95,5.08,1.14,PASS,17.63,Night,Yes,88.21,15.843927868503641,Low
2025-01-08 02:41:00,MCH_002,915.56,249.04,16.24,3.39,73.25,4.85,1.16,PASS,14.75,Night,No,91.84,14.567264216181714,Low
2025-01-08 02:58:00,MCH_012,946.68,195.75,10.71,2.75,74.56,5.71,0.0,PASS,0.0,Night,No,98.07,12.543220384062986,Low
2025-01-08 03:20:00,MCH_006,1098.1,299.5,30.77,2.98,80.31,5.72,3.12,PASS,51.6,Night,No,82.41,22.962657588169584,Low
2025-01-08 03:29:00,MCH_009,950.23,277.98,23.6,3.74,75.13,5.45,4.53,FAIL,42.2,Night,No,79.88,18.4398106282249,Low
2025-01-08 03:50:00,MCH_012,1034.71,282.39,28.67,3.2,64.34,4.86,2.15,PASS,28.11,Night,No,88.26,15.870525027927018,Low
2025-01-08 04:00:00,MCH_008,1020.86,256.72,19.75,2.37,72.85,6.29,2.63,PASS,28.58,Night,No,89.87,15.265439651045268,Low
2025-01-08 04:14:00,MCH_001,837.51,228.96,4.31,2.72,67.17,5.31,1.3,PASS,11.12,Night,No,95.97,7.025639661684134,Low
2025-01-08 04:25:00,MCH_012,1184.59,288.58,12.27,1.92,71.23,5.22,0.0,PASS,0.0,Night,No,97.79,11.395552954944415,Low
2025-01-08 04:44:00,MCH_010,546.63,341.18,147.47,3.56,69.74,5.51,0.39,PASS,4.18,Night,Yes,69.12,65.61253258152028,Medium
2025-01-08 04:57:00,MCH_012,1038.75,283.9,38.35,4.13,72.94,6.01,2.01,PASS,22.04,Night,No,81.29,23.658173307090806,Low
2025-01-08 05:13:00,MCH_009,1151.2,303.15,1.96,2.51,72.79,5.27,1.54,PASS,21.55,Night,No,95.8,8.218522261822441,Low
2025-01-08 05:33:00,MCH_013,926.58,194.12,16.9,2.74,72.31,4.97,0.94,PASS,7.94,Night,No,94.61,14.109793074099692,Low
2025-01-08 05:47:00,MCH_010,1026.05,238.66,2.58,3.48,59.37,6.08,3.46,PASS,35.4,Night,No,88.0,3.6278525453481594,Low
2025-01-08 06:03:00,MCH_001,871.46,204.21,14.37,0.98,69.83,5.47,0.59,PASS,6.7,Morning,No,95.94,11.17479653173041,Low
2025-01-08 06:13:00,MCH_002,864.2,205.61,11.82,3.87,75.99,5.04,0.0,PASS,0.0,Morning,No,91.86,14.152348529177083,Low
2025-01-08 06:30:00,MCH_008,936.3,363.23,83.7,2.65,74.98,5.23,2.41,PASS,24.15,Morning,No,78.91,41.77748816426406,Medium
2025-01-08 06:46:00,MCH_002,958.26,324.81,41.22,3.37,71.71,5.41,1.37,PASS,13.89,Morning,No,86.94,23.90818660567051,Low
2025-01-08 06:55:00,MCH_002,1167.74,299.83,32.17,2.36,72.27,5.53,1.2,PASS,20.61,Morning,No,91.21,19.983775732751738,Low
2025-01-08 07:10:00,MCH_004,1029.87,241.46,1.53,3.03,71.63,5.75,1.16,PASS,16.67,Morning,No,96.64,7.86079046757806,Low
2025-01-08 07:35:00,MCH_005,1121.68,338.96,32.65,2.19,82.27,4.63,2.32,PASS,35.42,Morning,Yes,82.51,24.074418852066596,Low
2025-01-08 07:41:00,MCH_005,959.52,246.56,23.71,2.24,74.55,6.14,0.0,PASS,0.0,Morning,No,95.73,17.454385871588915,Low
2025-01-08 07:56:00,MCH_004,1058.49,238.66,24.03,1.05,66.21,6.31,1.1,PASS,11.72,Morning,No,92.92,13.62173519868078,Low
2025-01-08 08:13:00,MCH_001,1229.84,311.76,3.91,2.66,84.41,4.58,0.54,PASS,8.11,Morning,Yes,90.42,13.712165540720248,Low
2025-01-08 08:26:00,MCH_004,751.54,253.21,35.97,4.1,71.38,4.88,4.32,FAIL,53.59,Morning,No,76.13,22.0703228895154,Low
2025-01-08 08:50:00,MCH_001,804.19,252.01,37.13,3.28,67.13,5.48,1.61,PASS,17.94,Morning,No,87.61,20.401351135698715,Low
2025-01-08 08:58:00,MCH_006,1180.8,337.49,21.97,3.82,77.28,4.96,3.45,PASS,55.02,Morning,No,80.68,18.689823926804618,Low
2025-01-08 09:13:00,MCH_001,1061.39,237.37,21.76,3.28,80.8,4.94,1.76,PASS,26.53,Morning,No,85.36,19.72312357040268,Low
2025-01-08 09:32:00,MCH_009,938.33,203.05,11.62,1.7,74.08,6.76,0.0,PASS,0.0,Morning,No,97.91,12.156231714452899,Low
2025-01-08 09:47:00,MCH_005,1142.58,334.34,17.61,3.25,72.74,5.44,0.24,PASS,2.57,Morning,No,94.73,14.83589552635779,Low
2025-01-08 10:02:00,MCH_005,1115.02,284.19,20.79,2.27,58.86,6.1,2.95,PASS,43.97,Morning,No,88.88,10.0457471142082,Low
2025-01-08 10:12:00,MCH_015,789.28,237.65,18.62,2.96,78.45,5.61,2.88,PASS,23.29,Morning,No,86.69,17.36262567157828,Low
2025-01-08 10:35:00,MCH_009,1149.3,305.42,14.43,3.72,73.92,5.6,0.28,PASS,4.15,Morning,No,92.38,14.28799404223629,Low
2025-01-08 10:44:00,MCH_006,978.94,211.56,21.44,2.22,68.17,5.09,0.52,PASS,6.3,Morning,No,94.84,13.992765572636845,Low
2025-01-08 10:57:00,MCH_003,1059.64,313.25,43.5,3.73,83.52,4.89,1.89,PASS,19.48,Morning,Yes,76.25,29.720995797648815,Low
2025-01-08 11:16:00,MCH_011,1040.61,252.25,2.48,2.31,66.49,6.12,1.32,PASS,11.45,Morning,No,96.25,5.806159902122452,Low
2025-01-08 11:26:00,MCH_001,1168.46,307.77,30.82,3.22,85.82,4.76,3.31,FAIL,53.96,Morning,Yes,76.2,25.308527049311135,Low
2025-01-08 11:50:00,MCH_001,871.06,296.11,31.76,2.12,78.04,5.67,1.53,PASS,19.67,Morning,No,88.03,21.99452098515879,Low
2025-01-08 11:55:00,MCH_014,1082.71,285.26,8.11,2.3,84.3,5.5,2.74,PASS,39.09,Morning,Yes,84.25,15.152401723495935,Low
2025-01-08 12:13:00,MCH_009,862.65,214.91,8.51,2.25,78.49,4.83,1.3,PASS,10.56,Morning,No,92.43,12.967445076865788,Low
2025-01-08 12:28:00,MCH_010,1066.69,297.01,18.41,2.88,70.93,5.7,2.63,PASS,30.35,Morning,No,90.11,14.236129581360712,Low
2025-01-08 12:50:00,MCH_010,939.54,268.98,26.82,2.11,70.3,6.1,2.87,PASS,37.9,Morning,No,88.0,16.930421830948458,Low
2025-01-08 12:57:00,MCH_009,1006.31,199.27,1.53,3.05,60.13,5.52,4.08,FAIL,57.69,Morning,No,89.23,3.283419330815471,Low
2025-01-08 13:15:00,MCH_015,950.94,213.34,6.63,2.22,76.58,4.73,1.04,PASS,10.38,Morning,No,94.94,11.439438267992983,Low
2025-01-08 13:31:00,MCH_014,1044.82,292.12,25.16,2.36,70.58,5.87,2.31,PASS,24.45,Morning,No,89.7,16.512846428001488,Low
2025-01-08 13:44:00,MCH_006,1140.34,290.35,21.2,2.56,74.22,5.44,2.35,PASS,35.86,Morning,No,90.31,16.491568700462793,Low
2025-01-08 14:04:00,MCH_001,1030.98,233.01,12.04,2.67,66.06,5.48,0.83,PASS,8.6,Evening,No,95.76,9.64014043300176,Low
2025-01-08 14:15:00,MCH_001,1144.56,307.99,4.63,2.98,73.28,5.89,1.28,PASS,20.04,Evening,No,95.97,9.729240917070056,Low
2025-01-08 14:34:00,MCH_015,1026.1,264.42,22.9,3.19,74.67,5.09,1.98,PASS,19.09,Evening,No,89.79,17.684451300601093,Low
2025-01-08 14:49:00,MCH_004,848.04,198.58,22.37,2.81,59.48,5.58,4.46,FAIL,43.74,Evening,No,84.82,11.21070269695196,Low
2025-01-08 14:56:00,MCH_012,930.51,236.53,13.68,2.29,74.24,5.66,3.23,PASS,42.39,Evening,No,89.46,13.355763604447043,Low
2025-01-08 15:11:00,MCH_010,424.8,385.39,159.91,3.31,75.54,5.43,2.21,PASS,31.02,Evening,Yes,63.4,72.75652960263845,High
2025-01-08 15:30:00,MCH_006,1086.23,355.47,30.35,3.41,65.14,5.91,1.72,PASS,18.03,Evening,No,87.78,16.971647428054684,Low
2025-01-08 15:50:00,MCH_014,811.4,393.04,172.16,2.85,71.1,6.1,1.7,PASS,18.23,Evening,Yes,64.76,75.62769296239162,High
2025-01-08 16:03:00,MCH_010,892.96,187.97,4.57,2.52,73.07,6.11,2.52,PASS,19.04,Evening,No,92.88,9.37682855471035,Low
2025-01-08 16:16:00,MCH_008,1121.06,224.59,7.79,4.54,73.59,6.14,1.62,FAIL,19.75,Evening,Yes,85.31,11.94345443906591,Low
2025-01-08 16:27:00,MCH_003,928.65,272.54,24.4,3.39,79.31,6.03,2.85,PASS,31.67,Evening,No,82.69,20.240438321187302,Low
2025-01-08 16:46:00,MCH_009,994.02,275.1,14.22,2.4,74.0,5.97,1.53,PASS,17.05,Evening,No,93.62,13.533964572583654,Low
2025-01-08 17:01:00,MCH_011,1009.98,329.38,30.78,3.82,66.5,5.08,1.63,PASS,19.59,Evening,No,85.46,17.903877865843924,Low
2025-01-08 17:14:00,MCH_013,962.58,262.36,21.69,2.43,80.11,5.71,1.85,PASS,16.4,Evening,No,87.38,18.967764242778873,Low
2025-01-08 17:30:00,MCH_006,924.65,228.11,0.77,1.88,73.69,4.43,3.02,PASS,35.29,Evening,No,92.31,7.767700409596257,Low
2025-01-08 17:45:00,MCH_010,1109.83,300.1,16.1,5.07,85.85,5.41,1.67,FAIL,20.95,Evening,Yes,71.83,20.431937869035586,Low
2025-01-08 17:58:00,MCH_004,1012.78,311.19,29.95,3.99,62.17,4.61,1.05,PASS,10.05,Evening,No,86.04,15.935688068514283,Low
2025-01-08 18:13:00,MCH_010,1131.18,342.33,24.99,3.15,78.42,4.9,0.0,PASS,0.0,Evening,No,91.87,19.993084738549925,Low
2025-01-08 18:26:00,MCH_005,681.98,342.86,113.38,2.22,59.89,5.57,2.75,PASS,26.12,Evening,Yes,72.72,47.36954093302836,Medium
2025-01-08 18:44:00,MCH_009,1017.5,217.41,16.54,2.48,71.04,5.31,0.18,PASS,2.29,Evening,No,96.57,13.321187297196662,Low
2025-01-08 19:04:00,MCH_015,814.02,313.33,89.86,3.16,73.93,5.58,0.61,PASS,8.66,Evening,No,81.34,44.087451460184056,Medium
2025-01-08 19:10:00,MCH_008,685.71,340.52,122.46,1.28,73.07,6.21,0.03,PASS,0.44,Evening,Yes,77.88,55.750305867333374,Medium
2025-01-08 19:26:00,MCH_001,933.81,221.31,10.97,3.03,79.52,5.28,0.97,PASS,13.02,Evening,No,91.8,14.774722059684025,Low
2025-01-08 19:41:00,MCH_015,976.18,227.6,0.0,2.87,84.25,5.64,1.77,PASS,15.76,Evening,Yes,88.17,12.200117027501463,Low
2025-01-08 20:02:00,MCH_009,921.56,384.71,111.55,2.79,67.12,5.91,2.07,PASS,25.27,Evening,Yes,74.75,49.82711846374808,Medium
2025-01-08 20:12:00,MCH_001,907.95,256.18,18.21,2.12,79.82,5.83,1.14,PASS,10.61,Evening,No,90.02,17.298792488962178,Low
2025-01-08 20:33:00,MCH_005,1056.33,341.7,30.02,2.45,67.31,5.12,0.0,PASS,0.0,Evening,No,94.6,17.195063567211026,Low
2025-01-08 20:40:00,MCH_009,1184.42,284.66,23.66,1.52,64.63,4.46,1.7,PASS,21.65,Evening,No,91.49,13.093781584126814,Low
2025-01-08 21:01:00,MCH_009,1198.27,313.95,16.2,2.57,65.74,4.91,2.36,PASS,27.28,Evening,No,91.18,11.118942496941322,Low
2025-01-08 21:12:00,MCH_007,1214.06,273.91,11.39,3.02,66.69,5.59,3.36,PASS,46.82,Evening,No,89.43,9.818341401138357,Low
2025-01-08 21:27:00,MCH_010,976.03,306.51,25.03,2.51,73.54,5.38,1.81,PASS,19.02,Evening,No,90.97,17.721687323793827,Low
2025-01-08 21:48:00,MCH_015,843.52,263.64,14.09,2.68,73.27,5.0,0.58,PASS,4.65,Evening,No,96.01,13.339805308793022,Low
2025-01-08 21:57:00,MCH_006,871.75,222.19,1.34,1.68,64.7,5.58,0.73,PASS,5.83,Evening,No,97.93,4.302090536730682,Low
2025-01-08 22:12:00,MCH_012,803.56,260.71,24.16,2.82,60.19,5.83,2.77,PASS,32.86,Night,No,88.73,12.213415607213152,Low
2025-01-08 22:35:00,MCH_015,1135.75,233.15,6.07,3.09,66.86,5.55,0.28,PASS,2.82,Night,No,97.67,7.800946858875476,Low
2025-01-08 22:49:00,MCH_010,956.75,194.31,0.0,2.53,71.26,5.3,0.38,PASS,3.41,Night,No,99.05,6.836799829778182,Low
2025-01-08 23:00:00,MCH_002,1077.26,270.95,13.2,2.99,71.73,5.59,1.0,PASS,13.08,Night,No,95.12,12.535241236235978,Low
2025-01-08 23:15:00,MCH_003,1139.66,259.58,32.06,1.98,74.93,6.09,2.38,PASS,25.96,Night,No,88.28,20.79897866907815,Low
2025-01-08 23:25:00,MCH_015,899.19,257.56,15.57,2.43,78.22,4.79,0.64,PASS,8.54,Night,No,93.02,15.772115538060536,Low
2025-01-08 23:41:00,MCH_003,1188.1,337.52,13.23,3.67,74.28,5.02,1.43,PASS,19.1,Night,No,90.02,13.92627267407841,Low
2025-01-09 00:02:00,MCH_015,920.64,184.3,10.63,2.3,77.87,4.81,3.73,PASS,43.92,Night,No,86.47,13.59247832331507,Low
2025-01-09 00:15:00,MCH_007,979.29,287.17,27.94,3.56,69.22,5.43,0.08,PASS,0.98,Night,No,91.41,17.71769774988031,Low
2025-01-09 00:25:00,MCH_009,867.54,249.85,11.7,3.15,79.78,4.95,1.36,PASS,16.13,Night,No,89.77,15.233523059737223,Low
2025-01-09 00:48:00,MCH_007,989.66,429.39,122.67,1.82,75.55,5.14,1.57,PASS,26.89,Night,Yes,73.55,57.11075057183894,Medium
2025-01-09 01:02:00,MCH_007,1173.79,262.41,12.58,2.25,71.96,5.39,1.35,PASS,14.62,Night,No,94.36,11.986009894143303,Low
2025-01-09 01:10:00,MCH_012,1022.83,286.26,9.26,3.02,81.92,5.57,3.0,PASS,33.96,Night,No,85.18,15.044683227831266,Low
2025-01-09 01:26:00,MCH_003,1157.88,291.11,1.32,2.91,65.42,4.76,0.91,PASS,9.31,Night,No,97.49,5.235650832491096,Low
2025-01-09 01:47:00,MCH_001,829.03,260.62,32.3,3.47,73.46,4.73,1.56,PASS,13.24,Night,No,87.47,21.100856428533437,Low
2025-01-09 01:59:00,MCH_006,1086.24,312.0,21.62,2.92,60.94,5.05,1.72,PASS,23.86,Night,No,91.81,11.552476195542317,Low
2025-01-09 02:11:00,MCH_012,935.12,261.29,24.44,1.26,71.03,5.57,2.82,PASS,29.92,Night,No,88.55,15.819990425022615,Low
2025-01-09 02:33:00,MCH_010,1118.41,291.88,26.31,3.21,67.2,4.55,1.33,PASS,20.63,Night,No,90.68,16.07532315548699,Low
2025-01-09 02:49:00,MCH_014,1004.66,324.27,30.02,3.78,76.26,5.71,2.26,PASS,22.84,Night,No,83.26,21.47321666046067,Low
2025-01-09 03:01:00,MCH_005,952.82,228.94,11.33,2.71,82.01,5.03,3.74,PASS,42.83,Night,Yes,83.0,15.741528804723659,Low
2025-01-09 03:12:00,MCH_004,809.06,167.02,14.14,3.73,63.56,5.79,0.92,PASS,8.61,Night,No,90.78,10.04441725623704,Low
2025-01-09 03:25:00,MCH_010,1200.3,288.31,1.02,2.95,78.06,5.08,0.0,PASS,0.0,Night,No,97.37,10.180062769296242,Low
2025-01-09 03:41:00,MCH_010,1036.43,271.08,16.9,2.74,75.29,5.97,1.73,PASS,22.1,Night,No,92.4,15.298686100324488,Low
2025-01-09 03:58:00,MCH_001,464.19,307.67,142.15,2.96,69.92,4.69,1.48,PASS,11.21,Night,Yes,70.71,63.24272567689773,Medium
2025-01-09 04:19:00,MCH_005,954.74,200.1,13.96,3.47,74.77,4.91,2.01,PASS,27.57,Night,No,89.64,14.306612053832648,Low
2025-01-09 04:29:00,MCH_010,999.74,287.81,26.06,3.87,77.33,5.88,1.87,PASS,23.7,Night,No,83.55,20.36810468641949,Low
2025-01-09 04:49:00,MCH_006,1162.84,277.05,22.66,3.67,64.0,5.33,0.87,PASS,10.86,Night,No,89.73,13.587158891430398,Low
2025-01-09 04:56:00,MCH_013,940.11,233.96,22.55,3.66,68.42,4.3,1.31,PASS,11.78,Night,No,88.71,15.301345816266823,Low
2025-01-09 05:14:00,MCH_006,1007.88,290.83,28.96,3.18,74.57,5.36,0.27,PASS,3.34,Night,No,93.03,20.056917921166026,Low
2025-01-09 05:35:00,MCH_009,1137.05,331.57,24.18,2.22,85.1,5.79,1.1,FAIL,18.63,Night,Yes,84.82,21.840257460503217,Low
2025-01-09 05:44:00,MCH_007,1066.22,263.89,10.66,2.73,70.56,6.06,2.02,PASS,30.86,Night,No,93.03,10.916804085323689,Low
2025-01-09 05:57:00,MCH_010,1056.25,269.74,9.22,4.12,72.3,5.88,1.07,PASS,12.6,Night,No,88.95,11.775892334698655,Low
2025-01-09 06:19:00,MCH_004,1057.95,224.32,22.36,3.02,60.66,6.51,3.35,PASS,30.92,Morning,No,87.48,11.789190914410339,Low
2025-01-09 06:26:00,MCH_012,1156.13,344.77,13.23,2.03,74.09,5.54,2.23,PASS,27.8,Morning,No,92.04,12.978083940635146,Low
2025-01-09 06:48:00,MCH_013,851.91,324.02,104.44,3.15,80.68,5.78,0.54,PASS,7.6,Morning,Yes,74.41,52.591893185807756,Medium
2025-01-09 07:03:00,MCH_009,400.0,368.75,176.65,3.95,90.91,4.94,2.09,FAIL,25.28,Morning,Yes,44.55,85.9074950795255,High
2025-01-09 07:10:00,MCH_014,920.25,196.74,0.0,3.19,68.71,6.46,0.87,PASS,9.64,Morning,No,96.69,6.170540986222668,Low
2025-01-09 07:25:00,MCH_011,904.3,204.43,0.0,2.47,60.15,5.88,0.0,PASS,0.0,Morning,No,100.0,2.3724666205649223,Low
2025-01-09 07:47:00,MCH_013,1117.07,234.71,18.34,1.35,70.08,6.32,2.23,PASS,29.17,Morning,No,91.12,13.055215702962919,Low
2025-01-09 08:05:00,MCH_006,539.79,351.77,136.93,2.78,72.11,5.74,0.16,PASS,2.32,Morning,Yes,74.95,61.93813500718124,Medium
2025-01-09 08:11:00,MCH_003,400.0,416.31,203.15,0.91,68.22,5.26,2.56,PASS,32.16,Morning,Yes,57.03,85.8104154476302,High
2025-01-09 08:31:00,MCH_003,1043.43,294.07,18.27,1.82,66.09,5.6,1.71,PASS,22.76,Morning,No,92.44,11.685461992659189,Low
2025-01-09 08:40:00,MCH_005,967.45,216.88,11.05,2.46,76.18,5.24,1.69,PASS,18.38,Morning,No,92.84,13.170913346454604,Low
2025-01-09 08:58:00,MCH_009,784.2,290.61,44.04,1.8,60.89,5.89,0.99,PASS,12.18,Morning,No,89.6,19.881376668971754,Low
2025-01-09 09:17:00,MCH_009,799.41,210.56,14.18,2.25,70.44,6.3,2.76,PASS,21.7,Morning,No,90.55,12.017926485451348,Low
2025-01-09 09:33:00,MCH_005,1037.92,335.5,28.35,1.81,65.09,4.08,0.83,PASS,12.45,Morning,No,92.82,15.302675674237994,Low
2025-01-09 09:50:00,MCH_003,601.22,370.77,135.99,3.16,70.67,5.49,0.97,PASS,7.86,Morning,Yes,72.14,61.19075482738444,Medium
2025-01-09 09:55:00,MCH_011,1152.24,272.11,20.46,3.34,62.3,5.65,2.92,PASS,46.31,Morning,No,86.98,11.855683812968769,Low
2025-01-09 10:20:00,MCH_012,942.93,217.65,13.02,3.29,88.89,5.45,2.27,FAIL,29.55,Morning,Yes,79.13,19.46912069790946,Low
2025-01-09 10:28:00,MCH_005,942.85,223.52,9.14,2.93,74.76,5.6,0.58,PASS,4.85,Morning,No,96.9,12.092398531836805,Low
2025-01-09 10:44:00,MCH_002,803.87,216.54,20.48,3.82,74.69,5.98,1.52,PASS,12.02,Morning,No,87.59,17.062077770094156,Low
2025-01-09 11:00:00,MCH_005,860.35,213.17,27.0,3.0,66.29,5.66,0.61,PASS,5.24,Morning,No,93.62,15.875844459811692,Low
2025-01-09 11:19:00,MCH_015,948.8,199.57,10.41,2.93,73.78,4.91,3.06,PASS,32.64,Morning,No,90.48,12.20809617532848,Low
2025-01-09 11:26:00,MCH_007,790.01,194.85,24.86,2.31,62.77,5.43,1.26,PASS,12.71,Morning,No,92.37,13.250704824724718,Low
2025-01-09 11:47:00,MCH_010,916.21,215.69,19.36,2.55,59.96,5.31,1.43,PASS,17.81,Morning,No,92.94,10.063035267833396,Low
2025-01-09 11:56:00,MCH_015,1043.25,245.64,25.6,2.31,82.07,4.54,3.37,PASS,50.0,Morning,Yes,81.31,21.245810947390815,Low
2025-01-09 12:17:00,MCH_002,998.63,272.89,15.31,3.4,72.48,6.07,1.34,PASS,14.93,Morning,No,91.49,13.894356082770361,Low
2025-01-09 12:28:00,MCH_003,1177.1,328.37,4.82,3.79,71.32,5.61,3.28,PASS,40.56,Morning,No,86.19,9.453960317038144,Low
2025-01-09 12:50:00,MCH_006,1149.08,267.68,5.62,3.22,68.46,5.43,1.89,PASS,18.02,Morning,No,92.94,8.328900473429437,Low
2025-01-09 13:00:00,MCH_008,1034.5,265.65,0.0,2.25,80.11,5.94,1.72,PASS,20.69,Morning,No,91.61,10.218628650460127,Low
2025-01-09 13:11:00,MCH_007,1095.92,269.05,20.92,2.59,80.14,5.4,2.08,PASS,29.13,Morning,No,86.92,18.75764668333422,Low
2025-01-09 13:33:00,MCH_008,869.93,273.16,31.75,2.26,81.35,4.73,3.76,PASS,42.88,Morning,No,79.8,23.385552423001222,Low
2025-01-09 13:46:00,MCH_002,948.33,247.99,13.53,2.63,60.66,5.27,0.55,PASS,6.89,Morning,No,96.19,8.058939305282195,Low
2025-01-09 14:00:00,MCH_009,1088.72,288.12,10.71,2.7,77.75,5.6,2.17,PASS,30.43,Evening,No,90.45,13.78929730304804,Low
2025-01-09 14:17:00,MCH_002,1077.02,260.33,4.85,2.18,82.79,5.13,3.79,PASS,53.27,Evening,Yes,83.42,13.185541784137452,Low
2025-01-09 14:31:00,MCH_002,1051.86,274.62,15.08,2.8,78.42,6.14,1.67,PASS,23.5,Evening,No,90.37,15.85323687430183,Low
2025-01-09 14:50:00,MCH_011,824.36,181.58,13.34,2.76,74.03,5.95,1.81,PASS,18.18,Evening,No,93.07,13.386350337783922,Low
2025-01-09 14:55:00,MCH_013,826.47,234.72,25.43,3.95,74.29,5.66,0.0,PASS,0.0,Evening,No,89.72,18.946486515240178,Low
2025-01-09 15:13:00,MCH_004,1122.61,266.09,0.0,3.07,71.43,5.24,2.09,PASS,31.63,Evening,No,94.36,7.191871908080223,Low
2025-01-09 15:31:00,MCH_012,1166.0,250.39,17.28,3.59,72.52,5.13,2.99,PASS,29.91,Evening,No,85.88,14.797329645193894,Low
2025-01-09 15:46:00,MCH_014,875.48,209.31,15.39,3.17,69.14,5.18,1.9,PASS,19.33,Evening,No,91.46,12.471408053619879,Low
2025-01-09 16:03:00,MCH_014,1190.74,274.84,18.15,3.14,70.39,4.58,1.28,PASS,13.01,Evening,No,92.69,14.055268897281776,Low
2025-01-09 16:19:00,MCH_007,1041.36,267.46,27.53,2.59,70.52,5.99,0.95,PASS,11.09,Evening,No,92.67,17.556784935368906,Low
2025-01-09 16:27:00,MCH_008,905.63,239.39,0.0,2.69,69.09,5.02,1.59,PASS,14.63,Evening,No,96.03,6.056173200702168,Low
2025-01-09 16:44:00,MCH_014,1030.46,230.77,23.9,2.79,73.84,6.41,1.39,PASS,12.58,Evening,No,92.22,17.53949678174371,Low
2025-01-09 17:02:00,MCH_011,966.06,212.33,21.34,2.44,66.92,5.21,1.23,PASS,14.94,Evening,No,93.08,13.571200595776373,Low
2025-01-09 17:17:00,MCH_015,1098.0,279.5,22.31,4.44,67.7,5.29,1.72,PASS,18.2,Evening,Yes,83.04,15.33326240757487,Low
2025-01-09 17:33:00,MCH_014,956.45,225.01,22.75,2.98,79.7,4.29,0.0,PASS,0.0,Evening,No,92.15,19.519655300813874,Low
2025-01-09 17:43:00,MCH_012,997.26,257.35,12.05,3.57,62.61,4.0,2.49,PASS,26.69,Evening,No,88.19,8.746475876376406,Low
2025-01-09 18:04:00,MCH_008,1091.65,277.09,20.92,2.04,66.09,5.02,1.93,PASS,26.53,Evening,No,91.41,12.85972658120113,Low
2025-01-09 18:18:00,MCH_014,1199.75,291.07,10.48,3.15,54.87,5.07,0.45,PASS,4.74,Evening,No,96.09,4.808766423745949,Low
