timestamp,machine_id,production_output_kg,energy_consumption_kwh,downtime_minutes,vibration_level,temperature,pressure,defect_rate,qc_status,waste_generated_kg,shift,maintenance_required,machine_health_score
2025-01-14 20:57:00,MCH_011,797.62,253.52,28.0,2.36,77.19,4.15,0.94,PASS,7.04,Evening,No,90.86
2025-01-14 21:15:00,MCH_012,1141.54,263.76,6.91,1.92,70.71,5.69,2.64,PASS,32.94,Evening,No,92.16
2025-01-14 21:30:00,MCH_013,961.1,304.38,20.89,2.33,74.21,5.56,2.92,PASS,33.7,Evening,No,88.94
2025-01-14 21:43:00,MCH_005,993.98,257.11,27.32,2.82,66.62,5.17,1.14,PASS,15.89,Evening,No,92.23
2025-01-14 22:05:00,MCH_002,855.74,179.56,14.22,2.99,76.29,5.47,1.82,PASS,18.36,Night,No,91.86
2025-01-14 22:14:00,MCH_009,1152.2,238.98,19.72,2.44,66.45,4.62,0.97,PASS,16.23,Night,No,94.03
2025-01-14 22:27:00,MCH_008,1004.75,281.15,23.68,2.31,70.57,5.73,2.42,PASS,28.42,Night,No,89.69
2025-01-14 22:40:00,MCH_010,910.42,171.91,5.05,3.5,78.76,4.94,0.81,PASS,7.91,Night,No,91.06
2025-01-14 23:00:00,MCH_004,1107.7,368.49,32.29,2.7,58.68,4.8,1.5,PASS,26.19,Night,No,90.44
2025-01-14 23:20:00,MCH_010,851.61,174.3,4.04,2.51,72.19,6.23,1.45,PASS,17.07,Night,No,95.65
2025-01-14 23:28:00,MCH_003,794.59,231.4,30.87,3.8,80.61,5.64,0.0,PASS,0.0,Night,No,85.16
2025-01-14 23:46:00,MCH_003,925.96,292.4,23.53,3.53,71.51,6.37,2.83,PASS,26.86,Night,No,85.51
2025-01-14 23:56:00,MCH_005,890.09,217.54,24.82,3.56,74.0,4.25,1.2,PASS,14.46,Night,No,89.17
2025-01-15 00:13:00,MCH_015,919.94,266.57,32.37,2.23,70.66,4.98,3.94,PASS,49.61,Night,No,84.32
2025-01-15 00:32:00,MCH_015,1002.2,270.87,38.18,2.18,72.88,5.16,2.54,PASS,32.58,Night,No,86.78
2025-01-15 00:45:00,MCH_002,808.56,190.94,24.12,3.37,73.99,6.97,0.57,PASS,4.92,Night,No,92.01
2025-01-15 01:02:00,MCH_004,883.9,172.69,0.0,2.52,62.59,4.75,0.6,PASS,4.64,Night,No,98.5
2025-01-15 01:12:00,MCH_013,1093.34,250.51,6.93,2.13,75.11,5.25,1.58,PASS,17.22,Night,No,94.71
2025-01-15 01:27:00,MCH_009,1117.57,288.8,28.73,2.26,70.41,5.68,0.0,PASS,0.0,Night,No,94.83
2025-01-15 01:45:00,MCH_012,1023.58,273.35,0.0,3.04,74.95,6.53,1.99,PASS,18.72,Night,No,94.79
2025-01-15 01:55:00,MCH_003,949.45,297.26,27.84,2.66,73.78,6.33,0.0,PASS,0.0,Night,No,94.99
2025-01-15 02:17:00,MCH_011,1161.76,305.24,22.96,4.29,73.69,6.33,1.04,PASS,14.19,Night,Yes,85.53
2025-01-15 02:27:00,MCH_006,1084.81,268.94,17.62,2.82,58.69,4.92,0.48,PASS,6.82,Night,No,95.63
2025-01-15 02:46:00,MCH_003,810.3,187.87,27.86,3.41,73.94,5.91,1.6,PASS,12.78,Night,No,88.52
2025-01-15 03:05:00,MCH_004,821.4,223.34,32.42,2.81,72.35,5.37,2.62,PASS,26.43,Night,No,87.61
2025-01-15 03:17:00,MCH_005,915.15,226.27,12.95,3.48,65.21,4.95,2.62,PASS,29.53,Night,No,88.24
2025-01-15 03:27:00,MCH_004,903.19,213.85,16.94,2.48,77.34,5.2,1.56,PASS,18.33,Night,No,91.18
2025-01-15 03:46:00,MCH_004,923.59,229.15,34.79,3.88,81.43,5.36,3.28,PASS,42.22,Night,No,75.11
2025-01-15 03:58:00,MCH_014,1075.8,226.44,6.61,2.17,57.9,6.34,0.76,PASS,7.26,Night,No,96.91
2025-01-15 04:13:00,MCH_015,599.64,332.45,100.44,2.16,76.17,5.31,0.23,PASS,2.15,Night,Yes,80.41
2025-01-15 04:35:00,MCH_004,900.15,195.7,23.3,1.8,66.98,4.45,0.09,PASS,0.89,Night,No,95.58
2025-01-15 04:41:00,MCH_005,911.13,268.14,20.14,1.42,63.11,5.5,1.15,PASS,10.85,Night,No,93.5
2025-01-15 04:57:00,MCH_001,752.14,218.1,41.9,4.08,66.79,5.78,2.7,PASS,22.29,Night,No,79.23
2025-01-15 05:19:00,MCH_002,1002.49,244.0,10.83,1.75,71.93,5.41,1.28,PASS,13.09,Night,No,94.85
2025-01-15 05:35:00,MCH_001,1031.58,237.79,23.31,2.27,65.09,5.55,2.26,PASS,25.8,Night,No,90.15
2025-01-15 05:49:00,MCH_009,1085.05,230.16,3.88,3.45,61.38,5.21,1.49,PASS,18.72,Night,No,92.88
2025-01-15 05:56:00,MCH_003,1058.79,212.18,10.37,2.4,83.23,5.07,4.73,FAIL,71.97,Night,Yes,79.73
2025-01-15 06:13:00,MCH_004,1073.08,233.13,23.25,2.86,74.86,6.76,0.61,PASS,7.79,Morning,No,94.29
2025-01-15 06:32:00,MCH_013,916.44,175.72,4.55,2.27,72.19,4.64,1.83,PASS,15.59,Morning,No,94.61
2025-01-15 06:44:00,MCH_015,1040.46,359.53,38.32,2.91,70.24,5.19,2.88,PASS,47.9,Morning,No,85.9
2025-01-15 07:02:00,MCH_011,1102.19,219.63,8.09,4.09,83.6,5.63,1.79,PASS,21.4,Morning,Yes,80.65
2025-01-15 07:18:00,MCH_013,809.06,241.74,30.37,3.57,67.16,5.24,0.21,PASS,1.58,Morning,No,90.59
2025-01-15 07:34:00,MCH_001,1086.34,317.31,22.91,3.27,63.9,5.27,0.18,PASS,2.18,Morning,No,93.81
2025-01-15 07:48:00,MCH_002,896.71,206.61,7.21,3.19,67.6,5.35,0.0,PASS,0.0,Morning,No,97.56
2025-01-15 07:59:00,MCH_004,839.87,204.59,20.24,2.77,67.63,5.41,2.02,PASS,22.73,Morning,No,91.31
2025-01-15 08:18:00,MCH_008,1031.88,223.89,8.22,1.77,82.83,5.18,1.68,PASS,23.17,Morning,Yes,88.06
2025-01-15 08:29:00,MCH_009,794.63,236.59,30.13,5.27,64.53,5.72,0.95,FAIL,8.32,Morning,Yes,78.58
2025-01-15 08:44:00,MCH_015,851.65,177.61,11.53,2.3,65.25,5.48,0.03,PASS,0.38,Morning,No,97.85
2025-01-15 08:58:00,MCH_009,823.84,244.51,29.36,2.84,74.53,5.27,1.36,PASS,16.87,Morning,No,91.31
2025-01-15 09:18:00,MCH_005,1102.97,293.93,21.45,1.99,69.85,5.07,0.73,PASS,8.27,Morning,No,94.31
2025-01-15 09:25:00,MCH_014,992.19,206.35,0.0,3.74,67.88,6.08,3.08,PASS,29.14,Morning,No,87.86
2025-01-15 09:50:00,MCH_014,1154.48,223.7,2.57,2.04,87.36,6.38,1.76,FAIL,25.5,Morning,Yes,85.25
2025-01-15 10:05:00,MCH_005,1152.42,300.62,21.09,2.36,74.59,5.14,0.0,PASS,0.0,Morning,No,96.2
2025-01-15 10:14:00,MCH_004,1077.96,278.32,2.14,2.81,65.21,5.47,0.51,PASS,4.93,Morning,No,98.34
2025-01-15 10:31:00,MCH_006,875.34,216.53,8.61,3.4,73.48,5.5,2.85,PASS,27.88,Morning,No,88.92
2025-01-15 10:42:00,MCH_004,1020.1,234.85,23.77,3.81,69.24,5.29,0.24,PASS,2.51,Morning,No,90.26
2025-01-15 10:57:00,MCH_014,978.94,199.95,12.85,3.48,79.8,5.98,0.0,PASS,0.0,Morning,No,90.97
2025-01-15 11:20:00,MCH_007,787.49,252.8,31.0,1.51,77.39,5.32,2.64,PASS,30.19,Morning,No,85.91
2025-01-15 11:31:00,MCH_007,855.01,221.83,2.01,3.62,63.21,5.17,0.6,PASS,6.11,Morning,No,94.42
2025-01-15 11:43:00,MCH_013,883.44,214.44,0.0,2.87,82.84,6.83,1.92,PASS,13.71,Morning,Yes,88.93
2025-01-15 11:56:00,MCH_009,1052.1,315.23,31.4,2.96,74.99,5.33,2.03,PASS,21.41,Morning,No,89.27
2025-01-15 12:19:00,MCH_015,986.96,241.09,24.45,2.4,71.54,5.47,2.79,PASS,25.6,Morning,No,88.62
2025-01-15 12:29:00,MCH_011,774.0,313.77,70.55,2.76,83.47,6.08,3.42,PASS,31.45,Morning,Yes,71.97
2025-01-15 12:46:00,MCH_003,803.65,188.83,18.29,3.02,78.01,6.28,0.0,PASS,0.0,Morning,No,94.18
2025-01-15 12:59:00,MCH_004,1209.36,305.05,2.21,3.72,70.34,5.16,0.3,PASS,4.49,Morning,No,94.53
2025-01-15 13:17:00,MCH_003,1226.7,353.75,11.34,1.82,84.55,5.49,1.73,PASS,20.89,Morning,Yes,85.99
2025-01-15 13:30:00,MCH_002,945.25,209.94,25.06,3.47,77.68,6.04,1.04,PASS,8.54,Morning,No,87.93
2025-01-15 13:46:00,MCH_009,932.56,231.93,14.43,3.34,68.84,5.5,2.28,PASS,29.97,Morning,No,89.66
2025-01-15 14:04:00,MCH_014,893.3,224.5,27.42,1.56,76.29,5.38,2.65,PASS,28.11,Evening,No,87.41
2025-01-15 14:14:00,MCH_013,1091.64,338.57,27.32,3.93,80.12,6.17,3.53,PASS,56.38,Evening,No,76.58
2025-01-15 14:35:00,MCH_003,915.0,265.96,21.5,2.82,77.24,5.87,1.43,PASS,17.78,Evening,No,90.76
2025-01-15 14:41:00,MCH_002,978.64,245.28,22.86,2.78,66.88,6.15,1.87,PASS,17.27,Evening,No,91.21
2025-01-15 14:57:00,MCH_013,887.25,261.6,42.58,1.66,68.66,5.52,3.16,PASS,38.58,Evening,No,84.43
2025-01-15 15:20:00,MCH_006,833.53,266.9,22.79,3.02,65.24,4.92,2.19,PASS,20.42,Evening,No,90.3
2025-01-15 15:33:00,MCH_009,1041.1,214.03,1.63,2.43,75.01,5.01,3.73,PASS,33.2,Evening,No,90.37
2025-01-15 15:48:00,MCH_010,1076.14,263.79,32.69,1.7,66.41,4.36,0.86,PASS,8.51,Evening,No,91.97
2025-01-15 15:58:00,MCH_014,811.21,260.77,27.2,2.51,74.76,4.74,2.76,PASS,31.99,Evening,No,88.2
2025-01-15 16:15:00,MCH_006,1167.59,321.74,11.34,2.81,71.44,4.86,0.42,PASS,4.88,Evening,No,96.91
2025-01-15 16:33:00,MCH_015,1158.52,345.98,29.61,3.08,78.3,5.66,1.97,PASS,19.95,Evening,No,86.62
2025-01-15 16:42:00,MCH_007,1143.23,254.34,0.0,2.61,71.84,6.48,2.62,PASS,24.93,Evening,No,93.45
2025-01-15 17:04:00,MCH_002,970.64,236.58,36.43,3.22,67.73,5.56,2.08,PASS,19.23,Evening,No,86.92
2025-01-15 17:13:00,MCH_002,835.41,195.57,6.73,2.53,70.77,6.3,0.0,PASS,0.0,Evening,No,98.79
2025-01-15 17:27:00,MCH_012,969.03,270.08,32.47,2.14,63.77,6.09,2.68,PASS,35.07,Evening,No,87.46
2025-01-15 17:50:00,MCH_012,745.79,188.83,33.05,3.36,84.36,5.78,1.61,PASS,16.32,Evening,Yes,80.38
2025-01-15 17:57:00,MCH_009,850.83,223.17,22.12,3.67,67.32,5.17,1.43,PASS,17.9,Evening,No,88.42
2025-01-15 18:14:00,MCH_015,1078.83,218.71,0.0,2.9,60.68,5.53,2.84,PASS,41.63,Evening,No,92.9
2025-01-15 18:26:00,MCH_009,980.55,265.62,12.28,3.97,63.24,6.1,2.61,PASS,27.18,Evening,No,85.45
2025-01-15 18:46:00,MCH_003,1179.0,283.56,0.0,4.7,71.62,5.06,0.11,FAIL,1.1,Evening,Yes,89.52
2025-01-15 19:02:00,MCH_006,1070.92,256.09,15.36,2.71,72.62,5.35,2.56,PASS,23.69,Evening,No,90.84
2025-01-15 19:16:00,MCH_004,924.51,219.19,13.35,1.45,71.1,4.32,2.22,PASS,26.95,Evening,No,92.05
2025-01-15 19:28:00,MCH_005,888.68,189.73,6.25,2.91,79.88,5.03,3.07,PASS,22.66,Evening,No,87.3
2025-01-15 19:43:00,MCH_009,889.6,201.41,12.8,4.03,69.81,5.08,2.62,PASS,20.75,Evening,No,84.97
2025-01-15 19:55:00,MCH_010,1213.62,241.5,12.77,2.21,69.13,5.48,3.41,PASS,36.33,Evening,No,89.18
2025-01-15 20:15:00,MCH_013,962.96,192.1,0.0,2.82,75.75,5.6,3.37,PASS,40.6,Evening,No,90.98
2025-01-15 20:27:00,MCH_012,1068.44,317.37,17.11,2.67,75.55,5.55,1.33,PASS,16.42,Evening,No,93.16
2025-01-15 20:42:00,MCH_001,1027.52,280.66,24.19,2.34,68.33,5.24,3.42,PASS,48.65,Evening,No,87.1
2025-01-15 20:57:00,MCH_011,1035.24,196.0,0.0,3.08,72.21,4.66,2.17,PASS,27.66,Evening,No,94.09
2025-01-15 21:20:00,MCH_011,800.2,274.52,23.71,3.21,56.09,6.18,0.91,PASS,9.08,Evening,No,92.2
2025-01-15 21:34:00,MCH_011,997.06,261.69,26.24,3.32,66.74,5.83,1.34,PASS,12.47,Evening,No,90.01
2025-01-15 21:49:00,MCH_014,572.47,435.39,145.53,3.62,67.35,5.07,1.32,PASS,15.27,Evening,Yes,66.78
2025-01-15 22:04:00,MCH_002,1200.35,363.75,21.27,2.76,75.29,4.83,0.91,PASS,9.63,Night,No,93.66
2025-01-15 22:14:00,MCH_009,1149.44,337.56,16.61,4.13,71.32,6.04,1.85,PASS,24.34,Night,No,85.61
2025-01-15 22:27:00,MCH_015,947.35,241.08,12.2,2.63,70.99,5.8,3.45,PASS,33.81,Night,No,89.18
2025-01-15 22:47:00,MCH_005,1149.11,339.06,22.32,3.63,66.21,5.29,0.93,PASS,12.33,Night,No,89.88
2025-01-15 22:56:00,MCH_010,972.17,237.71,21.77,2.55,76.38,5.03,1.85,PASS,20.22,Night,No,90.35
2025-01-15 23:20:00,MCH_003,980.39,272.47,26.24,1.35,84.73,5.36,0.0,PASS,0.0,Night,Yes,87.49
2025-01-15 23:31:00,MCH_009,941.85,305.42,19.9,2.82,71.51,6.0,2.7,PASS,22.96,Night,No,89.67
2025-01-15 23:40:00,MCH_012,1127.06,294.74,21.57,3.12,71.37,6.39,0.02,PASS,0.21,Night,No,95.35
2025-01-16 00:01:00,MCH_003,1009.04,235.8,19.68,2.85,76.88,5.08,0.0,PASS,0.0,Night,No,94.95
2025-01-16 00:15:00,MCH_008,996.82,289.51,19.88,3.0,80.94,4.86,3.19,PASS,28.64,Night,No,83.69
2025-01-16 00:26:00,MCH_015,1155.23,317.29,46.41,2.54,64.25,5.3,1.82,PASS,23.37,Night,No,87.1
2025-01-16 00:45:00,MCH_010,1004.53,260.04,24.77,2.39,81.33,4.94,0.0,PASS,0.0,Night,No,90.48
2025-01-16 00:57:00,MCH_008,788.63,243.23,31.28,1.21,70.78,7.06,1.79,PASS,22.64,Night,No,89.89
2025-01-16 01:10:00,MCH_015,1163.7,330.14,4.55,2.76,71.7,5.58,2.59,PASS,28.2,Night,No,92.71
2025-01-16 01:25:00,MCH_013,1114.02,278.62,5.53,3.98,73.47,5.86,1.05,PASS,10.03,Night,No,90.5
2025-01-16 01:46:00,MCH_002,852.01,289.03,33.44,2.62,73.67,5.03,0.6,PASS,6.48,Night,No,92.48
2025-01-16 01:59:00,MCH_003,1083.5,343.03,26.26,2.49,66.88,5.18,2.64,PASS,31.37,Night,No,88.67
2025-01-16 02:12:00,MCH_004,968.99,234.61,10.45,2.72,72.09,4.54,0.03,PASS,0.36,Night,No,98.04
2025-01-16 02:31:00,MCH_006,1122.9,338.54,22.04,2.28,78.34,5.98,2.66,PASS,36.73,Night,No,86.71
2025-01-16 02:43:00,MCH_002,980.92,257.36,39.84,2.74,75.89,5.21,4.74,FAIL,64.71,Night,No,80.27
2025-01-16 03:00:00,MCH_001,833.25,214.88,41.8,2.81,74.32,6.18,1.62,PASS,19.44,Night,No,88.43
2025-01-16 03:20:00,MCH_007,913.91,275.42,10.12,3.41,72.47,5.59,0.8,PASS,10.44,Night,No,93.72
2025-01-16 03:35:00,MCH_008,1105.57,203.04,0.0,2.97,77.43,5.39,3.52,PASS,48.54,Night,No,89.26
2025-01-16 03:48:00,MCH_013,874.26,205.46,9.55,2.06,71.6,5.46,2.72,PASS,34.19,Night,No,91.48
2025-01-16 04:04:00,MCH_001,963.67,217.63,8.7,3.76,83.8,5.48,3.3,PASS,32.42,Night,Yes,78.58
2025-01-16 04:11:00,MCH_012,1028.45,237.19,5.32,3.55,78.28,5.93,1.78,PASS,18.89,Night,No,88.67
2025-01-16 04:31:00,MCH_009,1239.63,337.97,0.0,2.35,68.24,5.01,1.95,PASS,25.99,Night,No,95.12
2025-01-16 04:48:00,MCH_010,869.13,202.47,12.97,2.22,65.65,5.14,3.15,PASS,34.47,Night,No,89.79
2025-01-16 05:05:00,MCH_005,1113.09,315.05,10.07,2.44,69.26,5.67,2.35,PASS,22.84,Night,No,92.31
2025-01-16 05:11:00,MCH_002,1109.85,245.42,0.0,3.52,80.62,4.97,0.63,PASS,7.68,Night,No,90.81
2025-01-16 05:33:00,MCH_002,1052.33,298.87,12.6,2.27,73.34,4.53,0.46,PASS,6.09,Night,No,96.58
2025-01-16 05:43:00,MCH_004,1002.05,255.05,36.47,2.15,79.46,5.68,0.0,PASS,0.0,Night,No,89.87
2025-01-16 06:00:00,MCH_013,1120.2,341.6,25.62,2.72,69.27,5.62,2.37,PASS,35.21,Morning,No,89.46
2025-01-16 06:10:00,MCH_006,1098.71,264.28,26.49,3.62,74.45,4.81,1.23,PASS,17.1,Morning,No,88.44
2025-01-16 06:31:00,MCH_011,842.11,257.62,53.32,3.31,86.22,6.2,2.09,FAIL,16.01,Morning,Yes,74.34
2025-01-16 06:45:00,MCH_014,1082.06,301.85,21.62,2.77,61.57,5.51,3.25,PASS,38.28,Morning,No,87.98
2025-01-16 07:01:00,MCH_004,1054.42,268.82,10.8,3.09,77.11,5.05,1.26,PASS,14.0,Morning,No,92.68
2025-01-16 07:19:00,MCH_007,877.18,255.6,5.79,2.22,64.27,5.05,3.5,PASS,28.53,Morning,No,90.21
2025-01-16 07:33:00,MCH_003,1001.15,272.92,7.01,2.89,68.98,6.09,3.37,PASS,38.08,Morning,No,90.31
2025-01-16 07:46:00,MCH_014,1084.88,330.11,28.37,3.01,70.61,4.9,4.13,FAIL,42.71,Morning,No,84.51
2025-01-16 07:56:00,MCH_002,400.0,313.17,161.29,3.26,78.36,5.22,3.05,PASS,30.72,Morning,Yes,59.1
2025-01-16 08:11:00,MCH_010,910.73,218.08,27.17,4.01,69.18,4.86,1.19,PASS,12.8,Morning,No,86.07
2025-01-16 08:30:00,MCH_003,900.04,216.8,20.51,2.84,69.64,4.55,2.36,PASS,25.03,Morning,No,90.41
2025-01-16 08:46:00,MCH_013,456.98,285.93,111.62,3.12,75.65,5.79,2.28,PASS,17.71,Morning,Yes,72.97
2025-01-16 08:56:00,MCH_002,911.57,223.39,29.18,3.08,70.12,5.1,1.5,PASS,15.03,Morning,No,90.52
2025-01-16 09:11:00,MCH_002,982.97,296.01,21.77,2.58,73.89,5.72,2.8,PASS,30.35,Morning,No,89.08
2025-01-16 09:25:00,MCH_007,791.75,195.06,33.39,2.85,64.15,5.33,1.85,PASS,19.73,Morning,No,89.36
2025-01-16 09:45:00,MCH_011,1213.32,240.21,0.0,3.77,72.85,5.69,3.44,PASS,33.64,Morning,No,86.78
2025-01-16 10:04:00,MCH_011,465.87,474.05,187.55,3.2,71.34,5.41,0.87,PASS,10.37,Morning,Yes,62.87
2025-01-16 10:18:00,MCH_001,853.01,283.22,37.99,2.54,76.2,4.56,3.22,PASS,26.93,Morning,No,84.15
2025-01-16 10:25:00,MCH_009,988.82,308.84,30.63,2.87,70.64,5.7,4.55,FAIL,41.7,Morning,No,83.11
2025-01-16 10:45:00,MCH_003,937.9,256.97,0.0,3.35,66.53,5.49,1.5,PASS,13.51,Morning,No,94.15
2025-01-16 10:56:00,MCH_006,1097.12,268.48,12.86,2.79,65.19,6.01,0.0,PASS,0.0,Morning,No,97.69
2025-01-16 11:16:00,MCH_015,869.87,252.63,24.48,2.57,64.97,5.6,0.0,PASS,0.0,Morning,No,95.59
2025-01-16 11:31:00,MCH_002,1002.88,245.41,18.48,1.8,74.77,5.04,1.26,PASS,17.43,Morning,No,93.52
2025-01-16 11:47:00,MCH_007,1130.62,325.82,21.53,2.26,71.65,4.74,2.56,PASS,39.72,Morning,No,89.73
2025-01-16 12:04:00,MCH_007,955.4,257.38,39.18,4.75,72.55,5.89,0.0,FAIL,0.0,Morning,Yes,82.45
2025-01-16 12:12:00,MCH_015,720.09,238.54,36.03,3.34,69.1,6.12,1.49,PASS,12.56,Morning,No,87.75
2025-01-16 12:35:00,MCH_009,748.78,295.02,94.09,3.13,65.62,6.01,0.53,PASS,6.69,Morning,Yes,80.96
2025-01-16 12:41:00,MCH_004,1099.52,291.9,5.4,2.16,76.56,5.19,0.18,PASS,1.75,Morning,No,97.33
2025-01-16 12:55:00,MCH_012,947.37,264.39,10.73,2.78,64.91,4.92,4.33,FAIL,56.92,Morning,No,87.24
2025-01-16 13:16:00,MCH_005,1065.22,214.46,7.67,2.57,69.8,5.29,2.55,PASS,26.89,Morning,No,92.24
2025-01-16 13:35:00,MCH_002,963.83,294.41,29.38,2.59,64.58,6.14,1.69,PASS,19.36,Morning,No,90.49
2025-01-16 13:43:00,MCH_004,797.85,195.53,38.76,1.23,73.17,6.46,1.38,PASS,11.58,Morning,No,89.57
2025-01-16 14:02:00,MCH_003,1066.81,235.85,15.29,3.01,68.65,5.34,1.39,PASS,12.32,Evening,No,93.71
2025-01-16 14:19:00,MCH_001,1170.81,330.29,10.47,3.66,74.77,5.63,2.77,PASS,35.05,Evening,No,87.23
2025-01-16 14:33:00,MCH_001,669.65,377.12,131.21,2.26,68.38,5.5,0.53,PASS,5.48,Evening,Yes,75.06
2025-01-16 14:45:00,MCH_013,968.64,265.25,12.0,2.44,84.75,4.11,1.58,PASS,17.12,Evening,Yes,86.09
2025-01-16 14:59:00,MCH_012,1087.62,338.41,38.71,2.89,76.52,5.55,1.0,PASS,16.74,Evening,No,89.32
2025-01-16 15:19:00,MCH_002,643.5,219.29,61.25,2.94,67.35,5.1,1.2,PASS,10.28,Evening,No,85.98
2025-01-16 15:31:00,MCH_004,754.2,283.13,38.94,4.48,73.3,5.27,0.39,PASS,3.66,Evening,Yes,83.14
2025-01-16 15:40:00,MCH_015,667.77,378.06,189.62,4.05,70.52,4.31,2.6,PASS,24.25,Evening,Yes,53.07
2025-01-16 15:59:00,MCH_006,997.68,272.08,29.82,1.69,73.06,5.73,1.71,PASS,23.46,Evening,No,90.36
2025-01-16 16:19:00,MCH_008,863.49,182.58,8.51,3.51,69.58,4.76,0.0,PASS,0.0,Evening,No,95.41
2025-01-16 16:31:00,MCH_011,913.29,269.26,33.13,3.23,72.53,5.28,1.17,PASS,13.8,Evening,No,89.73
2025-01-16 16:44:00,MCH_006,1140.56,223.85,5.09,2.5,59.28,5.13,1.43,PASS,20.88,Evening,No,95.51
2025-01-16 17:00:00,MCH_009,1093.45,312.58,25.32,2.77,76.77,6.17,3.07,PASS,47.75,Evening,No,86.35
2025-01-16 17:11:00,MCH_008,675.37,327.51,109.58,2.81,66.12,5.87,3.82,PASS,30.48,Evening,Yes,70.73
2025-01-16 17:28:00,MCH_014,1032.37,308.66,22.11,4.14,62.85,4.92,2.83,PASS,38.62,Evening,No,82.11
2025-01-16 17:47:00,MCH_011,856.75,266.47,21.17,3.72,71.91,5.07,1.54,PASS,13.07,Evening,No,88.02
2025-01-16 18:02:00,MCH_014,1098.19,241.62,0.0,2.01,77.83,5.94,2.24,PASS,20.69,Evening,No,92.14
2025-01-16 18:20:00,MCH_005,1230.6,234.07,0.0,2.55,64.65,6.09,1.1,PASS,14.57,Evening,No,97.25
2025-01-16 18:26:00,MCH_004,841.26,181.52,4.97,2.82,68.16,6.24,0.92,PASS,8.56,Evening,No,96.81
2025-01-16 18:45:00,MCH_005,894.08,194.41,1.21,1.29,71.82,5.22,0.09,PASS,0.75,Evening,No,99.56
2025-01-16 19:01:00,MCH_009,898.06,242.44,32.27,3.27,71.83,6.18,2.6,PASS,21.21,Evening,No,86.07
2025-01-16 19:16:00,MCH_004,943.38,238.96,8.13,2.07,76.91,5.7,2.0,PASS,21.63,Evening,No,92.01
2025-01-16 19:31:00,MCH_002,1109.45,316.74,7.84,3.23,67.47,5.45,3.54,PASS,37.02,Evening,No,88.36
2025-01-16 19:40:00,MCH_010,922.63,190.89,10.07,1.7,65.68,6.0,2.11,PASS,18.89,Evening,No,92.91
2025-01-16 20:01:00,MCH_007,958.03,279.09,16.45,2.44,74.91,5.08,2.17,PASS,26.55,Evening,No,91.61
2025-01-16 20:12:00,MCH_013,917.51,241.71,9.22,2.17,68.18,5.31,1.74,PASS,15.77,Evening,No,93.99
2025-01-16 20:27:00,MCH_009,1138.9,326.76,20.83,0.22,67.15,5.3,3.61,PASS,57.44,Evening,No,87.23
2025-01-16 20:42:00,MCH_006,1100.47,243.89,5.04,2.91,80.97,4.84,2.27,PASS,27.35,Evening,No,88.64
2025-01-16 21:05:00,MCH_008,400.0,440.57,185.3,2.45,67.18,5.13,5.07,FAIL,46.72,Evening,Yes,53.97
2025-01-16 21:10:00,MCH_010,908.77,203.77,28.13,3.57,74.95,4.7,2.27,PASS,29.78,Evening,No,85.84
2025-01-16 21:25:00,MCH_014,764.04,206.95,30.88,2.2,77.79,5.85,4.02,FAIL,32.28,Evening,No,82.16
2025-01-16 21:42:00,MCH_013,839.46,236.79,12.99,2.03,69.83,6.22,0.0,PASS,0.0,Evening,No,97.66
2025-01-16 22:03:00,MCH_005,1115.36,251.93,0.0,2.86,69.34,5.5,2.93,PASS,42.37,Night,No,92.67
2025-01-16 22:15:00,MCH_015,1023.56,291.97,11.37,1.49,84.27,5.0,0.53,PASS,7.32,Night,Yes,89.21
2025-01-16 22:29:00,MCH_011,990.21,234.15,31.24,2.53,71.62,5.74,3.1,PASS,34.3,Night,No,86.63
2025-01-16 22:42:00,MCH_006,1013.04,279.18,14.0,3.86,59.19,5.88,0.79,PASS,11.47,Night,No,90.35
2025-01-16 22:56:00,MCH_004,1101.74,263.46,34.47,2.9,67.96,5.83,2.87,PASS,33.72,Night,No,86.62
2025-01-16 23:18:00,MCH_015,1106.21,348.27,25.7,2.08,69.1,5.5,1.75,PASS,19.24,Night,No,91.0
2025-01-16 23:30:00,MCH_015,926.55,294.01,27.0,1.39,74.01,5.36,0.79,PASS,7.5,Night,No,93.17
2025-01-16 23:49:00,MCH_009,1101.65,225.62,9.09,2.65,50.39,5.15,0.75,PASS,10.83,Night,No,96.49
2025-01-17 00:00:00,MCH_005,400.0,350.18,195.66,2.24,70.71,6.27,2.99,PASS,32.31,Night,Yes,57.31
2025-01-17 00:14:00,MCH_010,1004.53,271.38,28.83,2.45,75.26,5.38,1.56,PASS,14.04,Night,No,90.7
2025-01-17 00:32:00,MCH_001,902.21,200.84,22.92,2.38,80.96,5.42,2.54,PASS,26.01,Night,No,84.76
2025-01-17 00:45:00,MCH_011,846.99,417.86,111.99,3.52,63.55,5.72,2.82,PASS,42.43,Night,Yes,69.67
2025-01-17 01:03:00,MCH_003,1151.22,265.06,28.7,2.02,68.06,6.0,0.89,PASS,13.59,Night,No,92.61
2025-01-17 01:11:00,MCH_005,888.41,214.97,14.4,3.9,71.71,5.14,0.75,PASS,9.05,Night,No,90.13
2025-01-17 01:31:00,MCH_007,1183.27,274.72,21.99,1.87,70.52,5.67,3.36,PASS,40.77,Night,No,87.64
2025-01-17 01:49:00,MCH_007,1066.99,290.14,26.01,2.3,79.07,5.35,0.32,PASS,4.34,Night,No,91.26
